City,State,MGrid
"""MONTROSE",MI,EN83be
"""MORENCI",MI,EN71vr
"""SENECA",MI,EN71vr
"""MOSCOW",MI,EN72ra
"""MOSHERVILLE",MI,EN72qb
"""CLINTON TOWNSHIP",MI,EN82nn
"""CLINTON TWP",MI,EN82nn
"""MACOMB",MI,EN82np
"""MACOMB TOWNSHIP",MI,EN82np
"""MOUNT CLEMENS",MI,EN82no
"""MACOMB TWP",MI,EN82np
"""HARRISON TOWNSHIP",MI,EN82on
"""HARRISON TWP",MI,EN82on
"""SELFRIDGE",MI,EN82on
"""SELFRIDGE ANGB",MI,EN82on
"""SANG",MI,EN82on
"""SELFRIDGE AIR NATL GUARD",MI,EN82on
"""MOUNT MORRIS",MI,EN83dc
"""MUNITH",MI,EN72vj
"""NAPOLEON",MI,EN72vd
"""NEW BALTIMORE",MI,EN82pq
"""CHESTERFIELD",MI,EN82pq
"""CHESTERFIELD TOWNSHIP",MI,EN82pq
"""NEW BOSTON",MI,EN82hd
"""BROWNSTOWN",MI,EN82hd
"""BROWNSTOWN TOWNSHIP",MI,EN82hd
"""BROWNSTOWN TWP",MI,EN82hd
"""BROWNSTWN TWP",MI,EN82hd
"""HURON TWP",MI,EN82hd
"""WALTZ",MI,EN82hd
"""WILLOW",MI,EN82hd
"""NEW HAVEN",MI,EN82or
"""LENOX",MI,EN82or
"""LENOX TOWNSHIP",MI,EN82or
"""NEW HUDSON",MI,EN82em
"""NEW LOTHROP",MI,EN83ac
"""NORTH ADAMS",MI,EN71rx
"""NORTH BRANCH",MI,EN83jf
"""NORTH STREET",MI,EN83ra
"""CLYDE",MI,EN83ra
"""RUBY",MI,EN83ra
"""CLYDE TOWNSHIP",MI,EN83ra
"""NORTHVILLE",MI,EN82gk
"""NORTHVILLE TOWNSHIP",MI,EN82gk
"""NORTHVILLE TW",MI,EN82gk
"""NORTHVILLE",MI,EN82ej
"""SALEM",MI,EN82fj
"""NORVELL",MI,EN72vd
"""NOVI",MI,EN82gl
"""NOVI TOWNSHIP",MI,EN82gl
"""ONONDAGA",MI,EN72rk
"""ONSTED",MI,EN72va
"""ORTONVILLE",MI,EN82gu
"""BRANDON",MI,EN82gu
"""OSSEO",MI,EN71rt
"""OTISVILLE",MI,EN83fd
"""OTTAWA LAKE",MI,EN81ds
"""OTTER LAKE",MI,EN83gf
"""OXFORD",MI,EN82jt
"""PALMYRA",MI,EN81au
"""PARMA",MI,EN72qg
"""PECK",MI,EN83og
"""PETERSBURG",MI,EN81dv
"""PINCKNEY",MI,EN82ak
"""DEXTER TWP",MI,EN82ak
"""PUTNAM TWP",MI,EN82ak
"""PITTSFORD",MI,EN71sv
"""PRATTVILLE",MI,EN71sv
"""PLEASANT LAKE",MI,EN72tj
"""PLYMOUTH",MI,EN82gi
"""AUBURN HILLS",MI,EN82jq
"""WEST BLOOMFIELD",MI,EN82hn
"""W BLOOMFIELD",MI,EN82hn
"""ORCHARD LAKE",MI,EN82hn
"""LAKE ANGELUS",MI,EN82jq
"""PONTIAC",MI,EN82ip
"""MI METRO",MI,EN82ip
"""PORT AUSTIN",MI,EN84ma
"""GRINDSTONE CITY",MI,EN84ma
"""POINTE AUX BARQUES",MI,EN84ma
"""PORT HOPE",MI,EN83pw
"""FORT GRATIOT",MI,EN83sb
"""BURTCHVILLE",MI,EN83sb
"""LAKEPORT",MI,EN83sb
"""N LAKEPORT",MI,EN83sb
"""NORTH LAKEPORT",MI,EN83sb
"""BURTCHVILLE TOWNSHIP",MI,EN83sb
"""FORT GRATIOT TOWNSHIP",MI,EN83sb
"""PORT HURON",MI,EN82sx
"""PORT HURON TOWNSHIP",MI,EN82sx
"""PORT SANILAC",MI,EN83rk
"""READING",MI,EN71pt
"""RICHMOND",MI,EN82pt
"""RICHMOND TOWNSHIP",MI,EN82pt
"""COLUMBUS",MI,EN82pu
"""COLUMBUS TOWNSHIP",MI,EN82pu
"""CASCO",MI,EN82ps
"""CASCO TOWNSHIP",MI,EN82ps
"""RIGA",MI,EN81cs
"""RIVES JUNCTION",MI,EN72sj
"""RIVES JCT",MI,EN72sj
"""ROCHESTER",MI,EN82kq
"""GOODISON",MI,EN82kq
"""OAKLAND",MI,EN82kq
"""OAKLAND TOWNSHIP",MI,EN82kq
"""OAKLAND TWP",MI,EN82kq
"""ROCHESTER HILLS",MI,EN82kq
"""ROCHESTER HLS",MI,EN82kq
"""OAKLAND",MI,EN82ks
"""OAKLAND TOWNSHIP",MI,EN82ks
"""ROCKWOOD",MI,EN82jb
"""BROWNSTOWN",MI,EN82jb
"""BROWNSTOWN TOWNSHIP",MI,EN82jb
"""BROWNSTWN TWP",MI,EN82jb
"""GIBRALTAR",MI,EN82jb
"""BROWNSTOWN TWP",MI,EN82jb
"""ROMEO",MI,EN82mt
"""BRUCE",MI,EN82mt
"""BRUCE TOWNSHIP",MI,EN82mt
"""BRUCE TWP",MI,EN82mt
"""RAY",MI,EN82ms
"""RAY TWP",MI,EN82ms
"""RAY TOWNSHIP",MI,EN82ms
"""ROMULUS",MI,EN82hf
"""BROWNSTOWN",MI,EN82hf
"""BROWNSTOWN TOWNSHIP",MI,EN82hf
"""BROWNSTOWN TWP",MI,EN82hf
"""BROWNSTWN TWP",MI,EN82hf
"""ROSEVILLE",MI,EN82mm
"""ROYAL OAK",MI,EN82km
"""PLEASANT RIDGE",MI,EN82kl
"""PLEASANT RDG",MI,EN82kl
"""HUNTINGTON WOODS",MI,EN82kl
"""HUNTINGTN WDS",MI,EN82kl
"""HUNTINGTON WD",MI,EN82kl
"""MADISON HEIGHTS",MI,EN82km
"""MADISON HTS",MI,EN82km
"""BERKLEY",MI,EN82jl
"""RUTH",MI,EN83pr
"""BRIDGEWATER",MI,EN82bd
"""SALINE",MI,EN82bd
"""SALINE",MI,EN82ce
"""SAMARIA",MI,EN81ft
"""SAND CREEK",MI,EN71xs
"""SANDUSKY",MI,EN83ok
"""SMITHS CREEK",MI,EN82qv
"""KIMBALL",MI,EN82qv
"""KIMBALL TOWNSHIP",MI,EN82qv
"""SNOVER",MI,EN83mm
"""SOMERSET CENTER",MI,EN72sb
"""SOMERSET CTR",MI,EN72sb
"""FRANKLIN",MI,EN82im
"""BEVERLY HILLS",MI,EN82im
"""BINGHAM FARMS",MI,EN82im
"""SOUTHFIELD TOWNSHIP",MI,EN82im
"""SOUTHFIELD",MI,EN82il
"""SOUTHFIELD",MI,EN82jl
"""LATHRUP VILLAGE",MI,EN82jl
"""LATHRUP VLG",MI,EN82jl
"""SOUTH LYON",MI,EN82el
"""SOUTH ROCKWOOD",MI,EN82ib
"""S ROCKWOOD",MI,EN82ib
"""SPRING ARBOR",MI,EN72re
"""SPRINGPORT",MI,EN72pi
"""DUCK LAKE",MI,EN72pi
"""EAST CHINA",MI,EN82rs
"""CHINA",MI,EN82rs
"""CHINA TOWNSHIP",MI,EN82rs
"""EAST CHINA TOWNSHIP",MI,EN82rs
"""EAST CHINA TWP",MI,EN82rs
"""SAINT CLAIR",MI,EN82st
"""SAINT CLAIR TOWNSHIP",MI,EN82st
"""ST CLAIR",MI,EN82st
"""ST CLAIR TOWNSHIP",MI,EN82st
"""ST CLAIR TWP",MI,EN82st
"""SAINT CLAIR SHORES",MI,EN82nl
"""ST CLAIR SHRS",MI,EN82nl
"""ST CLR SHORES",MI,EN82nl
"""ST CLAIR SHORES",MI,EN82nl
"""ST CLR SHRS",MI,EN82nl
"""SAINT CLAIR SHRS",MI,EN82nl
"""STOCKBRIDGE",MI,EN72vk
"""SWARTZ CREEK",MI,EN82cx
"""RANKIN",MI,EN82cx
"""TAYLOR",MI,EN82if
"""TECUMSEH",MI,EN82aa
"""TEMPERANCE",MI,EN81fs
"""TIPTON",MI,EN72xa
"""TRENTON",MI,EN82jd
"""BROWNSTOWN",MI,EN82jd
"""BROWNSTOWN TOWNSHIP",MI,EN82jd
"""BROWNSTOWN TWP",MI,EN82jd
"""BROWNSTWN TWP",MI,EN82jd
"""WOODHAVEN",MI,EN82jd
"""TROY",MI,EN82kn
"""UBLY",MI,EN83mr
"""UNION LAKE",MI,EN82go
"""STERLING HEIGHTS",MI,EN82ln
"""STERLING HTS",MI,EN82ln
"""ST HEIGHTS",MI,EN82ln
"""UTICA",MI,EN82lo
"""SHELBY TOWNSHIP",MI,EN82lo
"""SHELBY TWP",MI,EN82lo
"""VERNON",MI,EN72xw
"""WALDRON",MI,EN71tr
"""COMMERCE TOWNSHIP",MI,EN82go
"""COMMERCE TWP",MI,EN82go
"""COMMERCE",MI,EN82go
"""WALLED LAKE",MI,EN82gm
"""COMMERCE TOWNSHIP",MI,EN82gm
"""COMMERCE TWP",MI,EN82gm
"""WOLVERINE LAKE",MI,EN82gm
"""WOLVERINE LK",MI,EN82gm
"""COMMERCE",MI,EN82gm
"""WARREN",MI,EN82ll
"""US ARMY TANK-AUTO COMMAND",MI,EN82ll
"""WASHINGTON",MI,EN82lr
"""WASHINGTN TWP",MI,EN82lr
"""WASHINGTON TOWNSHIP",MI,EN82lr
"""WASHINGTON TWP",MI,EN82lr
"""WATERFORD",MI,EN82hp
"""WATERFORD TOWNSHIP",MI,EN82hp
"""DRAYTON PLAINS",MI,EN82hq
"""DRAYTON PLNS",MI,EN82hq
"""WATERFORD",MI,EN82hq
"""WHITE LAKE",MI,EN82gp
"""WAYNE",MI,EN82hg
"""CANTON",MI,EN82hg
"""WESTLAND",MI,EN82hg
"""WESTLAND",MI,EN82hh
"""CANTON",MI,EN82gh
"""CANTON TWP",MI,EN82gh
"""WESTON",MI,EN71xr
"""WHITMORE LAKE",MI,EN82dk
"""HAMBURG TWP",MI,EN82dk
"""HAMBURG",MI,EN82dk
"""NORTHFIELD TWP",MI,EN82dk
"""WHITTAKER",MI,EN82ec
"""WILLIS",MI,EN82fc
"""WIXOM",MI,EN82fm
"""WYANDOTTE",MI,EN82kf
"""RIVERVIEW",MI,EN82kf
"""RIVERVIEW",MI,EN82jd
"""WYANDOTTE",MI,EN82jd
"""SOUTHGATE",MI,EN82je
"""YALE",MI,EN83oc
"""BROCKWAY",MI,EN83oc
"""LYNN",MI,EN83oc
"""BROCKWAY TOWNSHIP",MI,EN83oc
"""LYNN TOWNSHIP",MI,EN83oc
"""YPSILANTI",MI,EN82ef
"""RAWSONVILLE",MI,EN82ef
"""SUPERIOR TOWNSHIP",MI,EN82ef
"""SUPERIOR TWP",MI,EN82ef
"""WILLOW RUN",MI,EN82ef
"""ACME",MI,EN74gs
"""ADA",MI,EN72gw
"""AMWAY CORP",MI,EN72gw
"""AFTON",MI,EN75sh
"""AHMEEK",MI,EN57tg
"""AKRON",MI,EN83fn
"""ALANSON",MI,EN75ok
"""ALBA",MI,EN74mx
"""ALDEN",MI,EN74iv
"""ALGER",MI,EN74wc
"""ALLEGAN",MI,EN72bm
"""ALLENDALE",MI,EN72ax
"""ALMA",MI,EN73qi
"""ALPENA",MI,EN85gb
"""ALPHA",MI,EN56ta
"""ALTO",MI,EN72hu
"""AMASA",MI,EN56sf
"""ARCADIA",MI,EN64vm
"""ASHLEY",MI,EN73se
"""ATHENS",MI,EN72jb
"""ATLANTA",MI,EN75wa
"""ATLANTIC MINE",MI,EN57pc
"""AUBURN",MI,EN73xo
"""AU GRES",MI,EN84da
"""AUGUSTA",MI,EN72hh
"""AU TRAIN",MI,EN66ok
"""BAILEY",MI,EN73cg
"""BALDWIN",MI,EN73bv
"""BANGOR",MI,EN62wh
"""BANNISTER",MI,EN73sd
"""BARAGA",MI,EN56ss
"""KEWEENAW BAY",MI,EN56ss
"""BARBEAU",MI,EN76ug
"""BARK RIVER",MI,EN65ir
"""HARDWOOD",MI,EN65ir
"""SCHAFFER",MI,EN65ir
"""BARODA",MI,EN61sw
"""BARRYTON",MI,EN73kr
"""BARTON CITY",MI,EN84eq
"""BATH",MI,EN72st
"""BATTLE CREEK",MI,EN72jg
"""SPRINGFIELD",MI,EN72jg
"""BATTLE CREEK",MI,EN72ih
"""SPRINGFIELD",MI,EN72ih
"""BAY CITY",MI,EN83bo
"""UNIVERSITY CENTER",MI,EN83an
"""BAY CITY",MI,EN83an
"""UNIV CTR",MI,EN83an
"""UNIVERSITY CTR",MI,EN83an
"""BAY PORT",MI,EN83hu
"""BEAR LAKE",MI,EN64wk
"""PIERPORT",MI,EN64wk
"""BEAVERTON",MI,EN73sv
"""BEDFORD",MI,EN72kh
"""BELDING",MI,EN73jc
"""SMYRNA",MI,EN73ib
"""BELDING",MI,EN73ib
"""BELLAIRE",MI,EN74jx
"""BELLEVUE",MI,EN72lk
"""BELMONT",MI,EN73eb
"""BENTON HARBOR",MI,EN62sc
"""BENZONIA",MI,EN64wo
"""BERGLAND",MI,EN56fo
"""BERRIEN CENTER",MI,EN61uw
"""BERRIEN CTR",MI,EN61uw
"""BERRIEN SPRINGS",MI,EN61tw
"""BERRIEN SPRGS",MI,EN61tw
"""BERRIEN SPGS",MI,EN61tw
"""ANDREWS UNIVERSITY",MI,EN61tw
"""BESSEMER",MI,EN46xl
"""BEULAH",MI,EN64wo
"""BIG BAY",MI,EN66dt
"""BIG RAPIDS",MI,EN73gq
"""BITELY",MI,EN73br
"""WOODLAND PARK",MI,EN73br
"""BLANCHARD",MI,EN73lm
"""MILLBROOK",MI,EN73lm
"""BLOOMINGDALE",MI,EN72aj
"""BOON",MI,EN74eg
"""BOYNE CITY",MI,EN75lf
"""BOYNE FALLS",MI,EN75nd
"""BRADLEY",MI,EN72ep
"""BRANCH",MI,EN63wv
"""BRANT",MI,EN73ug
"""BRECKENRIDGE",MI,EN73sj
"""BREEDSVILLE",MI,EN62xi
"""BRETHREN",MI,EN64xh
"""BRIDGEPORT",MI,EN83bi
"""BRIDGMAN",MI,EN61rw
"""BRIMLEY",MI,EN76rj
"""RACO",MI,EN76rj
"""BROHMAN",MI,EN73cq
"""BRONSON",MI,EN71ju
"""BRUCE CROSSING",MI,EN56jm
"""BRUCE XING",MI,EN56jm
"""BRUTUS",MI,EN75pm
"""BUCHANAN",MI,EN61tt
"""GLENDORA",MI,EN61tt
"""BUCKLEY",MI,EN74dm
"""BURLINGTON",MI,EN72lc
"""BURNIPS",MI,EN72cr
"""BURR OAK",MI,EN71iu
"""BURT LAKE",MI,EN75pk
"""BYRON CENTER",MI,EN72dt
"""BYRON TOWNSHIP",MI,EN72dt
"""CADILLAC",MI,EN74hf
"""HOXEYVILLE",MI,EN74hf
"""CALEDONIA",MI,EN72fs
"""DUTTON",MI,EN72fs
"""ALLOUEZ",MI,EN57tg
"""CALUMET",MI,EN57sf
"""LAURIUM",MI,EN57sf
"""CENTENNIAL HEIGHTS",MI,EN57sf
"""CENTENNIAL HTS",MI,EN57sf
"""COPPER HARBOR",MI,EN67cl
"""CALUMET",MI,EN67cl
"""KEARSARGE",MI,EN57sg
"""CALUMET",MI,EN57sg
"""CANNONSBURG",MI,EN73gb
"""CARNEY",MI,EN65fn
"""CARO",MI,EN83hl
"""CARP LAKE",MI,EN75oq
"""CARROLLTON",MI,EN83al
"""CARSON CITY",MI,EN73ne
"""CASEVILLE",MI,EN83iw
"""PORT ELIZABETH",MI,EN83iw
"""PT ELIZABETH",MI,EN83iw
"""CASNOVIA",MI,EN73cf
"""CASPIAN",MI,EN56qb
"""CASS CITY",MI,EN83jo
"""CASSOPOLIS",MI,EN71av
"""CEDAR",MI,EN74cu
"""CEDAR LAKE",MI,EN73mj
"""CEDAR SPRINGS",MI,EN73ff
"""CEDARVILLE",MI,EN75tx
"""CENTRAL LAKE",MI,EN75ib
"""CENTREVILLE",MI,EN71fw
"""CERESCO",MI,EN72lg
"""CHAMPION",MI,EN66am
"""CHANNING",MI,EN56xd
"""BAY SHORE",MI,EN75ki
"""CHARLEVOIX",MI,EN75ki
"""CHARLEVOIX",MI,EN75jh
"""CHARLOTTE",MI,EN72on
"""CHASE",MI,EN73ev
"""CHASSELL",MI,EN57ra
"""CHATHAM",MI,EN66mi
"""LIMESTONE",MI,EN66mi
"""CHEBOYGAN",MI,EN75sp
"""CHESANING",MI,EN73we
"""CHIPPEWA LAKE",MI,EN73ir
"""CLARE",MI,EN73ot
"""CLARKSVILLE",MI,EN72ju
"""CLIFFORD",MI,EN83jh
"""CLIMAX",MI,EN72if
"""CLOVERDALE",MI,EN72ip
"""COHOCTAH",MI,EN82as
"""COLDWATER",MI,EN71mw
"""COLEMAN",MI,EN73rs
"""COLOMA",MI,EN62ue
"""HAGAR SHORES",MI,EN62te
"""COLOMA",MI,EN62te
"""COLON",MI,EN71iw
"""COMINS",MI,EN74xt
"""COMSTOCK",MI,EN72fg
"""COMSTOCK PARK",MI,EN73da
"""CONKLIN",MI,EN73bd
"""CONSTANTINE",MI,EN71et
"""CONWAY",MI,EN75nj
"""COOKS",MI,EN65sv
"""COOPERSVILLE",MI,EN73ab
"""COPPERSVILLE",MI,EN73ab
"""EASTMANVILLE",MI,EN73ab
"""COPEMISH",MI,EN74al
"""COPPER CITY",MI,EN57tg
"""CORAL",MI,EN73hi
"""CORNELL",MI,EN65jv
"""ARNOLD",MI,EN66gb
"""CORNELL",MI,EN66gb
"""CORUNNA",MI,EN72wx
"""COVERT",MI,EN62ug
"""COVINGTON",MI,EN56sm
"""CROSS VILLAGE",MI,EN75lp
"""CRYSTAL",MI,EN73ng
"""CRYSTAL FALLS",MI,EN56uc
"""CURRAN",MI,EN84cr
"""CURTIS",MI,EN76de
"""CUSTER",MI,EN63vw
"""DAFTER",MI,EN76si
"""DAGGETT",MI,EN65el
"""DANSVILLE",MI,EN72un
"""DECATUR",MI,EN72ac
"""DEERTON",MI,EN66ll
"""DEFORD",MI,EN83jm
"""DELTON",MI,EN72hl
"""DE TOUR VILLAGE",MI,EN85bx
"""DE TOUR VLLE",MI,EN85bx
"""DEWITT",MI,EN72qu
"""DE WITT",MI,EN72qu
"""DIMONDALE",MI,EN72qp
"""DOLLAR BAY",MI,EN57rd
"""DORR",MI,EN72dr
"""DOUGLAS",MI,EN62vp
"""DOWAGIAC",MI,EN61wx
"""DOWLING",MI,EN72jm
"""DRUMMOND ISLAND",MI,EN86da
"""DRUMMOND IS",MI,EN86da
"""EAGLE",MI,EN72ot
"""EAST JORDAN",MI,EN75kd
"""EASTLAKE",MI,EN64uf
"""EAST LANSING",MI,EN72sr
"""EAST LEROY",MI,EN72je
"""EASTPORT",MI,EN75ha
"""EAST TAWAS",MI,EN84gg
"""EATON RAPIDS",MI,EN72qm
"""EAU CLAIRE",MI,EN61ux
"""EBEN JUNCTION",MI,EN66mi
"""EBEN JCT",MI,EN66mi
"""RUMELY",MI,EN66mi
"""ECKERMAN",MI,EN76li
"""STRONGS",MI,EN76li
"""EDENVILLE",MI,EN73tt
"""EDMORE",MI,EN73lj
"""EDWARDSBURG",MI,EN61xs
"""UNION",MI,EN71bs
"""EDWARDSBURG",MI,EN71bs
"""ELBERTA",MI,EN64vo
"""ELK RAPIDS",MI,EN74hv
"""ELKTON",MI,EN83jt
"""ELLSWORTH",MI,EN75jd
"""ELM HALL",MI,EN73oi
"""ELMIRA",MI,EN75nb
"""ELSIE",MI,EN73tb
"""CARLAND",MI,EN73tb
"""ELWELL",MI,EN73ok
"""EMPIRE",MI,EN64xt
"""ENGADINE",MI,EN76fc
"""ESCANABA",MI,EN65lr
"""ESSEXVILLE",MI,EN83bo
"""EUREKA",MI,EN73rc
"""EVART",MI,EN73iv
"""EWEN",MI,EN56im
"""FAIRGROVE",MI,EN83fm
"""FAIRVIEW",MI,EN74xr
"""FALMOUTH",MI,EN74lg
"""FARWELL",MI,EN73nt
"""FELCH",MI,EN66ba
"""IRON MOUNTAIN",MI,EN66ba
"""NORTHLAND",MI,EN66ba
"""RALPH",MI,EN66db
"""FELCH",MI,EN66db
"""FENNVILLE",MI,EN62wo
"""FENWICK",MI,EN73ld
"""PALO",MI,EN73mc
"""FERRYSBURG",MI,EN63vb
"""FIFE LAKE",MI,EN74hn
"""FILER CITY",MI,EN64ue
"""FOSTER CITY",MI,EN65dx
"""FOUNTAIN",MI,EN64va
"""FOWLER",MI,EN73pa
"""FOWLERVILLE",MI,EN72xp
"""FRANKENMUTH",MI,EN83dh
"""FRANKENMUTH MUTUAL INS CO",MI,EN83dh
"""FRANKFORT",MI,EN64vp
"""FREDERIC",MI,EN74ps
"""FREELAND",MI,EN73wm
"""FREEPORT",MI,EN72is
"""FREE SOIL",MI,EN64vc
"""FREMONT",MI,EN73al
"""GERBER PRODUCTS INC",MI,EN73al
"""FRUITPORT",MI,EN63wc
"""FULTON",MI,EN72hc
"""GAASTRA",MI,EN56qb
"""GAGETOWN",MI,EN83jp
"""GALESBURG",MI,EN72hg
"""GALIEN",MI,EN61st
"""GARDEN",MI,EN65rs
"""GAYLORD",MI,EN75pa
"""TREETOPS VIL",MI,EN75pa
"""TREETOPS VILLAGE",MI,EN75pa
"""TREETOPS",MI,EN75pa
"""GERMFASK",MI,EN76ag
"""BLANEY PARK",MI,EN76ag
"""GLADSTONE",MI,EN65lu
"""BRAMPTON",MI,EN65lu
"""GLADWIN",MI,EN73sx
"""GLEN ARBOR",MI,EN64xu
"""GLENN",MI,EN62vm
"""GLENNIE",MI,EN84dn
"""GOBLES",MI,EN72bi
"""GOETZVILLE",MI,EN76wb
"""STALWART",MI,EN76wb
"""GOULD CITY",MI,EN76dc
"""GOWEN",MI,EN73ig
"""GRAND HAVEN",MI,EN63vb
"""GRAND JUNCTION",MI,EN62xj
"""GRAND JCT",MI,EN62xj
"""GRAND LEDGE",MI,EN72ps
"""GRAND MARAIS",MI,EN66xp
"""GRAND RAPIDS",MI,EN72ex
"""GR",MI,EN72ex
"""BUSINESS REPLY MAIL",MI,EN72ex
"""WYOMING",MI,EN72ex
"""STANDALE",MI,EN72ex
"""EAST GRAND RA",MI,EN72ex
"""EAST GRAND RAPIDS",MI,EN72ex
"""CASCADE",MI,EN72ex
"""CASCADE TWP",MI,EN72ex
"""FOREST HILLS",MI,EN72ex
"""KENTWOOD",MI,EN72ex
"""CUTLERVILLE",MI,EN72ex
"""WYOMING",MI,EN72dv
"""GRAND RAPIDS",MI,EN72dv
"""GR",MI,EN72dv
"""KENTWOOD",MI,EN72dv
"""KENTWOOD BRCH",MI,EN72dv
"""ZONDERVAN CORP",MI,EN72ex
"""GRAND RAPIDS",MI,EN72cx
"""WALKER",MI,EN72cx
"""GR",MI,EN72cx
"""STANDALE",MI,EN72cx
"""WALKER",MI,EN72ex
"""RADIO BIBLE CLASS",MI,EN72ex
"""CHRISTIAN REFORMED CHURCH",MI,EN72ex
"""GRANDVILLE",MI,EN72dv
"""GRANT",MI,EN73ch
"""GRAWN",MI,EN74dp
"""GRAYLING",MI,EN74pp
"""CAMP GRAYLING",MI,EN74pp
"""GREENBUSH",MI,EN84hm
"""GREENLAND",MI,EN56lt
"""GREENVILLE",MI,EN73je
"""GULLIVER",MI,EN65xx
"""GWINN",MI,EN66gg
"""PRINCETON",MI,EN66gg
"""HALE",MI,EN84cj
"""HAMILTON",MI,EN72aq
"""HANCOCK",MI,EN57qd
"""RIPLEY",MI,EN57qd
"""HARBERT",MI,EN61qv
"""GOOD HART",MI,EN75kn
"""HARBOR SPGS",MI,EN75kn
"""HARBOR SPRINGS",MI,EN75kn
"""HARBOR SPRINGS",MI,EN75mk
"""HARBOR POINT",MI,EN75mk
"""HARBOR SPGS",MI,EN75mk
"""WEQUETONSING",MI,EN75mk
"""HARRIETTA",MI,EN74dh
"""HARRIS",MI,EN65gv
"""HARRISON",MI,EN74oa
"""HARRISVILLE",MI,EN84ip
"""HART",MI,EN63tq
"""HARTFORD",MI,EN62we
"""HASLETT",MI,EN72ts
"""HASTINGS",MI,EN72ip
"""HAWKS",MI,EN85bh
"""HEMLOCK",MI,EN73vj
"""HENDERSON",MI,EN73vb
"""OWOSSO",MI,EN73vb
"""HERMANSVILLE",MI,EN65er
"""HERRON",MI,EN85ea
"""HERSEY",MI,EN73gu
"""HESPERIA",MI,EN63xn
"""HESSEL",MI,EN76sa
"""HICKORY CORNERS",MI,EN72hk
"""HICKORY CRNRS",MI,EN72hk
"""HIGGINS LAKE",MI,EN74pl
"""HILLMAN",MI,EN85bb
"""HOLLAND",MI,EN62ws
"""HOLT",MI,EN72rp
"""HOLTON",MI,EN63xj
"""BRUNSWICK",MI,EN63xj
"""HONOR",MI,EN64xp
"""HOPE",MI,EN73us
"""HOPKINS",MI,EN72co
"""DODGEVILLE",MI,EN57rc
"""HOUGHTON",MI,EN57rc
"""HOUGHTON LAKE",MI,EN74oh
"""HOUGHTON LAKE HEIGHTS",MI,EN74og
"""HGHTN LK HTS",MI,EN74og
"""HTN LK HGHTS",MI,EN74og
"""HOWARD CITY",MI,EN73gj
"""HOWELL",MI,EN82ao
"""HOWELL",MI,EN82bq
"""HUBBARD LAKE",MI,EN84et
"""HUBBARDSTON",MI,EN73nc
"""HUBBELL",MI,EN57se
"""HUDSONVILLE",MI,EN72bu
"""HULBERT",MI,EN76ki
"""IDLEWILD",MI,EN73cv
"""INDIAN RIVER",MI,EN75qj
"""INGALLS",MI,EN65ej
"""INTERLOCHEN",MI,EN74dp
"""KARLIN",MI,EN74dp
"""IONIA",MI,EN72lx
"""IRON MOUNTAIN",MI,EN55xt
"""E KINGSFORD",MI,EN55xt
"""EAST KINGSFORD",MI,EN55xt
"""IRON MTN",MI,EN55xt
"""KINGSFORD BRANCH",MI,EN55xt
"""KINGSFORD",MI,EN55wt
"""IRON MOUNTAIN",MI,EN55wt
"""IRON RIVER",MI,EN56qc
"""BEECHWOOD",MI,EN56qc
"""IRONS",MI,EN74bd
"""PEACOCK",MI,EN74bd
"""IRONWOOD",MI,EN46wk
"""ISHPEMING",MI,EN66el
"""NATIONAL MINE",MI,EN66dk
"""ISHPEMING",MI,EN66dk
"""ITHACA",MI,EN73qg
"""JAMESTOWN",MI,EN72bt
"""JENISON",MI,EN72cv
"""GEORGETOWN TOWNSHIP",MI,EN72cv
"""GEORGETOWN TP",MI,EN72cv
"""GEORGETOWN TWP",MI,EN72cv
"""JOHANNESBURG",MI,EN74sx
"""JONES",MI,EN71cv
"""KALAMAZOO",MI,EN72fg
"""PORTAGE",MI,EN72ee
"""KALAMAZOO",MI,EN72ee
"""PARCHMENT",MI,EN72fg
"""WESTWOOD",MI,EN72fg
"""KALAMAZOO",MI,EN72gf
"""KALEVA",MI,EN64xi
"""KALKASKA",MI,EN74jr
"""KAWKAWLIN",MI,EN83ap
"""KENDALL",MI,EN72ci
"""KENT CITY",MI,EN73df
"""KEWADIN",MI,EN74hw
"""KINGSLEY",MI,EN74fn
"""KINGSTON",MI,EN83jj
"""KINROSS",MI,EN76rg
"""LACHINE",MI,EN85db
"""LACOTA",MI,EN62wj
"""LAINGSBURG",MI,EN72tv
"""LAKE",MI,EN73mu
"""LAKE STATION",MI,EN73mu
"""LAKE ANN",MI,EN74br
"""LAKE CITY",MI,EN74jh
"""MOORESTOWN",MI,EN74jh
"""LAKE GEORGE",MI,EN73mx
"""LAKE LEELANAU",MI,EN74dx
"""LAKE LINDEN",MI,EN57tb
"""GAY",MI,EN57tb
"""LAKE ODESSA",MI,EN72ks
"""LAKESIDE",MI,EN61qu
"""LAKEVIEW",MI,EN73ik
"""LAMONT",MI,EN73ba
"""LANSE",MI,EN56ur
"""L ANSE",MI,EN56ur
"""L' ANSE",MI,EN56ur
"""LANSING",MI,EN72rq
"""STATE OF MICHIGAN",MI,EN72rq
"""LUCKY LOSERS",MI,EN72rq
"""SECRETARY OF STATE",MI,EN72rq
"""LANSING STATE JOURNAL",MI,EN72rq
"""OLDSMOBILE",MI,EN72rq
"""MI DEPARTMENT OF REVENUE",MI,EN72rq
"""STATE OF MICH DEPT TREASURY",MI,EN72rq
"""CONSUMERS ENERGY",MI,EN72rq
"""MICHIGAN BANKARD",MI,EN72rq
